Sun May 10 19:49:22 +0000 2020,"RT @the_hindu: During their tenure, PF funds to the tune of Rs.4 323 crore were invested in various housing finance companies, including DH…",thmumbai
Sun May 10 19:49:20 +0000 2020,"RT @the_hindu: Just in | CBI examines two IAS officials, Alok Kumar (1988 batch) and Aparna (2001 batch), in connection with the UP Power C…",thmumbai
Sun May 10 19:49:14 +0000 2020,"RT @the_hindu: Instead of presiding over the plight of #migrant workers, the Union government should use the #PMCARES Fund to help them, th…",thmumbai
Sun May 10 19:48:57 +0000 2020,RT @the_hindu: Former Prime Minister #ManmohanSingh has been admitted to #AIIMS on Sunday evening with complaint of chest pain and is under…,thmumbai
Sun May 10 19:48:00 +0000 2020,"RT @vrsrini: Dr #ManmohanSingh is stable and is being looked after by a team of doctors. ""All his parameters are fine"". https://t.co/PpmvVK…",thmumbai
Sun May 10 19:12:34 +0000 2020,Karnataka has reported as many as 848 cases (as on May 10) of COVID-19 since the first case in the state was report… https://t.co/YYjufH78PX,iebengaluru
Sun May 10 19:08:04 +0000 2020,RT @samirsinha69: Feeling enthusiastic about the Assam Community Surveillance Plan (ACSP) launched 3 days back. Attempt is to capture all f…,himantabiswa
Sun May 10 19:06:14 +0000 2020,"RT @RatnadipC: Next 5 week-18Kdoc,43K healthworkers will combs 25K Villages, reaching close to 3Cr people, hunting - COVID 19,Influenza,SAR…",himantabiswa
Sun May 10 18:51:47 +0000 2020,"ମାତୃ ଦିବସରେ ମାନ୍ୟବର ମୁଖ୍ୟମନ୍ତ୍ରୀ ଶ୍ରୀ @Naveen_Odisha ମା'ର ନିଃସର୍ତ୍ତ ସ୍ନେହ, ନିଃସ୍ୱାର୍ଥ, ଅକ୍ଳାନ୍ତ ପରିଶ୍ରମ ଓ ତ୍ୟାଗ ବଳ… https://t.co/B3AlfrsGJb",hfwodisha
Sun May 10 18:35:24 +0000 2020,"RT @Ojas2811: Giants announcing such salary cuts could be worrisome for the #economy &amp; Market at large. -ve cashflows in businesses, ⬇️ rev…",ipskabra
Sun May 10 18:35:16 +0000 2020,RT @ArvindKejriwal: Deeply concerned about Dr Manmohan Singh ji's health. Hope he makes a full recovery soon. All of India is praying for o…,aamaadmiparty
Sun May 10 17:59:55 +0000 2020,Deeply concerned about Dr Manmohan Singh ji's health. Hope he makes a full recovery soon. All of India is praying f… https://t.co/0SgX787Bu5,arvindkejriwal
Sun May 10 17:59:29 +0000 2020,RT @AAPTELANGANA: We wholeheartedly support #GHMC @GHMCOnline Commissioner's campaign #10minsAt10am with the onset of Monsoon to curb mosqu…,aamaadmiparty
Sun May 10 17:29:00 +0000 2020,"RT @ShaleenMitra: Due to the COVID19 lockdown there has been increasing demand for consultation from doctors,hence Delhi Govt in collaborat…",aamaadmiparty
Sun May 10 17:25:13 +0000 2020,I wish Dr Singh gets well soon and recover at the earliest. https://t.co/ojOVdExhTb,ts_singhdeo
Sun May 10 17:16:50 +0000 2020,Your belief is a self-fulfilling prophecy – so also is your fear. https://t.co/HaL2nlMmGC,kbssidhu1961
Sun May 10 17:15:43 +0000 2020,I am concerned to learn of the ill health of former PM Dr Manmohan Singh. I pray for his speedy recovery.,himantabiswa
Sun May 10 17:14:36 +0000 2020,या रुग्णांना डिस्चार्ज देतांना कोरोनाची चाचणी करण्याची आवश्यकता राहणार नाही असेही यात स्पष्ट करण्यात आले आहे.यासंद… https://t.co/jw136dl9Bi,rajeshtope11
Sun May 10 17:12:32 +0000 2020,कोरोना रुग्णांना डिस्चार्ज देण्याबाबत केंद्र शासनाने सुधारीत धोरण जाहिर केलं आहे. नव्या नियमानुसार एखाद्या रुग्णाला… https://t.co/MPGm3eRjwn,rajeshtope11
Sun May 10 17:12:22 +0000 2020,"RT @sovividyadharan: #IndiaFightsCOVID19 
@BJP4Keralam president @surendranbjp appeals to Karnataka CM @BSYBJP to arrange state run buses t…",xpresskerala
Sun May 10 17:11:21 +0000 2020,"RT @ourvadodara: Today Additional Chief Secretary of Guj Govt @pkumarias visited #Vadodara to review #COVID responses. 

He said ""Delighted…",gujhfwdept
Sun May 10 17:08:35 +0000 2020,RT @pendown: Air India Express IX 683 Kuala Lumpur Kochi flight landed at Kochi at 10.17 with 177 passengers and 2 infants. @NewIndianXpres…,xpresskerala
Sun May 10 17:06:13 +0000 2020,"ગુજરાતમાં આજે 454 #CoronaWarriors એ #COVID__19 ને આપી  મ્હાત!
કોરોના સામેની લડતમાં ખડે પગે સેવા આપનાર ડોક્ટર્સ, હે… https://t.co/ucfFS2qsCg",gujhfwdept
Sun May 10 17:05:06 +0000 2020,"RT @healthminmp: कोरोना पर एक और जीत...

कोरोना संक्रमितों का स्वस्थ होकर घर लौटने का सिलसिला जारी है। भोपाल से आज 74 वर्षीय मालीदा समेत 32…",jansamparkmp
Sun May 10 17:00:35 +0000 2020,"RT @IndianExpress: State to reimburse train fare for returnees; death toll 31

Here's Karnataka Covid-19 wrap: https://t.co/RBwEgqXGCm",iebengaluru
Sun May 10 16:56:55 +0000 2020,#BREAKING | Former Prime Minister Dr Manmohan Singh has been admitted to All India Institute of Medical Sciences (A… https://t.co/MmgVqDQfbc,thepunemirror
Sun May 10 16:55:02 +0000 2020,"The current count of COVID19 patients in the state of Maharashtra is 22171. Today, newly 1278 patients have been id… https://t.co/4yBgznYBvU",rajeshtope11
Sun May 10 16:53:37 +0000 2020,"తెలంగాణలో పంటల సాగు విధానం, ప్రత్యామ్నాయ పంటల గుర్తింపు, రైతులతో నియంత్రిత పద్ధతిలో సాగు చేయించడం, పండిన పంటకు మంచి… https://t.co/T67GvvtmwI",iprtelangana
Sun May 10 16:51:19 +0000 2020,राज्यात आज 1278 कोरोना बाधीत रुग्णांची वाढ झाली व एकूण संख्या आता 22171 अशी झाली आहे. आज नवीन  399 कोरोना बाधित रु… https://t.co/hSwV2vRjcS,rajeshtope11
Sun May 10 16:48:33 +0000 2020,"RT @namita_kohli: India's first indigenous antibody test for COVID-19, COVID KAVACH ELISA, has been developed by the Pune-based National In…",sanjayjavin
Sun May 10 16:47:34 +0000 2020,Visited containment zones in #Pudhukottai Dt accompanied by District Collector &amp; Municipal Commissioner.inspected t… https://t.co/8UqRfVT6p2,vijayabaskarofl
Sun May 10 16:44:22 +0000 2020,serial 8 is from nabinagar and not madanpur.and his age is 37 years. https://t.co/kxJKj9HqO7,sanjayjavin
Sun May 10 16:38:19 +0000 2020,"RT @IndianExpress: Here's everything you need to know 🚂
https://t.co/58DBYyA5NX",iebengaluru
Sun May 10 16:35:30 +0000 2020,"#GujaratCoronaUpdate 
#coronaharegaindiajeetega 
ગુજરાતના પ્રાઇવેટ હોસ્પિટલના ડોકટરો પણ આ કોરોના મહામારી ના સમયે પડ… https://t.co/ZaR4nfMraE",gujhfwdept
Sun May 10 16:33:53 +0000 2020,"RT @sanesh_TNIE: With the recent rescue operations like #OperationSamudraSetu, Indian Navy played a crucial role in India's battle against…",xpresskerala
Sun May 10 16:33:32 +0000 2020,"RT @FromBhaskar: DyCM @msisodia's @instagram family grows to 2,00,000 today!

""The biggest dream that the youth of this country need to act…",aamaadmiparty
Sun May 10 16:31:18 +0000 2020,".@ICMRDELHI -NIV, Pune ka lah shna bad pynshisha ia ka IgG ELISA test #CovidKavachElisa ban lap ia ki antibody ha k… https://t.co/ls5dNA3uLV",pibshillong
Sun May 10 16:30:51 +0000 2020,"ಹಂತಹಂತವಾಗಿ ರೈಲುಗಳ ಸಂಚಾರ

ಪ್ರಯಾಣಿಕ ರೈಲುಗಳ ಸಂಚಾರವನ್ನು ಹಂತಹಂತವಾಗಿ ಆರಂಭಿಸಲು ರೈಲ್ವೆ ಇಲಾಖೆ ಮುಂದಾಗಿದೆ. ದೆಹಲಿಯಿಂದ ಪ್ರಮುಖ ನಗ… https://t.co/Ec0OlRGOJh",sriramulubjp
Sun May 10 16:30:45 +0000 2020,"ALERT !

16 persons found #COVID19 POSITIVE in Tripura from 86th-Bn #BSF (Official:1, Female:6, Children: 9).

We a… https://t.co/teU59W5WBb",bjpbiplab
Sun May 10 16:16:49 +0000 2020,102 new #COVID19 cases reported positive since last evening; the total number of positive cases in the state is now… https://t.co/rwwudF0tDK,aninewsup
Sun May 10 16:13:53 +0000 2020,"Initially, the Railways will run 15 pairs of trains and the booking for reservation for these trains will start at… https://t.co/8DCJ0wLdJB",thepunemirror
Sun May 10 16:08:35 +0000 2020,RT @BBCHindi: कोरोना: लॉकडाउन में मनरेगा योजना बन गई है मज़दूरों की लाइफ़लाइन https://t.co/pBjsW1m2sn,ts_singhdeo
Sun May 10 16:07:43 +0000 2020,"#Covid bulletin #Rajasthan , May 10, 2020

Today total 106 cases have been reported till 9 pm

Out of which 23 from… https://t.co/3gLcrMU0Xx",tabeenahanjum
Sun May 10 16:04:03 +0000 2020,"Brilliant click by my colleague @nitinsharmalens shows the joy of home returning

-Government had arranged… https://t.co/hKXfr9WIv5",nagarkoti
Sun May 10 16:03:49 +0000 2020,"#9PMupdate

@jairamthakurbjp @CMOFFICEHP @Dhimanrd88 @drnipunjindal @DDNewsShimla @dprhp https://t.co/6DSz4HLhEb",nhm_hp
Sun May 10 16:02:26 +0000 2020,"#GujaratCoronaUpdate
#COVID19 Dashboard– 398 new cases, 454 discharged
✌️2 fold increase in discharged rate in just… https://t.co/71H1r9knyV",gujhfwdept
Sun May 10 15:53:18 +0000 2020,"Central Bureau of Investigation (CBI) today examined Alok Kumar, the then Chairman, UPPCL (Uttar Pradesh Power Corp… https://t.co/q36dqOosx3",aninewsup
Sun May 10 15:51:00 +0000 2020,"🚞 Ka Tnat Rel
Ka jingbteng suki suki ia katto katne ki rel kit briew da ka Indian Railways.

Gradual Resumption of… https://t.co/6IDQtJQoA5",pibshillong
Sun May 10 15:50:35 +0000 2020,"Addressing beloved people of Tripura on issues related to COVID-19 Pandemic.

📺 Join Live : https://t.co/yhZuxUVfur",bjpbiplab
Sun May 10 15:44:52 +0000 2020,"RT @IndianExpress: Booking for reservation in these trains will start at 4 pm on May 11, and tickets will be available only on the IRCTC we…",iebengaluru
Sun May 10 15:44:20 +0000 2020,"On #MothersDay , me &amp; @pauseinlight curators for the photo exhibition #ManyFacesOfWomen are pleased to share this v… https://t.co/JO3J7yJ5ty",tabeenahanjum
Sun May 10 15:31:00 +0000 2020,"RT @CollectorArvali: Services at Sarvajanik hospital, Modasa. #proudofhealthteam #stayawayfromrumors @CMOGuj @PatkarRamanlal @pkumarias @In…",gujhfwdept
Sun May 10 15:30:00 +0000 2020,"हमारे डॉक्टर्स, नर्सेस, पुलिसवाले, टीचर्स, वालंटियर्स अपनी जान जोखिम में डाल कर फ्रंटलाइन पर कोरोना के खिलाफ लड़ाई… https://t.co/KRNsJpZTXc",aamaadmiparty
Sun May 10 15:27:19 +0000 2020,కరోనా వైరస్ కట్టడి కోసం తన వంతు ప్రయత్నాలు చేస్తున్న ఎంపీ జోగినపల్లి సంతోష్ కుమార్ గారు మరో వినూత్న ప్రయత్నం చేశారు… https://t.co/3mesYrazK9,iprtelangana
Sun May 10 15:27:08 +0000 2020,"✅Iasam ia ki jingshisha ❌ Ym ia ka jingsheptieng

✅ Share facts ❌ Not Fear

Be a #CoronaWarrior &amp; help fight… https://t.co/HXT4HBlH8s",pibshillong
Sun May 10 15:25:11 +0000 2020,"RT @PIBFactCheck: Claim: Whatsapp message circulating claiming https://t.co/TG3v6LBJcw as official website of Ayushman Bharat Yojana

#PIBF…",pibahmedabad
Sun May 10 15:24:03 +0000 2020,"RT @PiyushGoyal: Railways plans to gradually restart passenger train operations from 12th May, 2020, initially with 15 pairs of special tra…",pibtvpm
Sun May 10 15:22:21 +0000 2020,"RT @PiyushGoyal: Railways plans to gradually restart passenger train operations from 12th May, 2020, initially with 15 pairs of special tra…",pibahmedabad
Sun May 10 15:21:52 +0000 2020,"#IndiaFightsCorona
12 મી મે 2020 થી ભારતીય રેલવે આંશિક પેસેન્જર સેવા શરૂ કરશે.
@PIB_India
@RailMinIndia

વધુ વિગતો… https://t.co/gsu1IcIZcr",pibahmedabad
Sun May 10 15:18:58 +0000 2020,മേയ് 12 മുതൽ തിരഞ്ഞെടുത്ത റൂട്ടുകളിൽ പാസഞ്ചർ ട്രെയിൻ സർവീസുകൾ ചെറിയ തോതിൽ പുനരാരംഭിക്കാൻ പദ്ധതിയുമായി ഇന്ത്യൻ റെയിൽ… https://t.co/TOmWlOZEWL,pibtvpm
Sun May 10 15:17:30 +0000 2020,"Mohali update: 

7 more positive cases - residents of Mohali, working and part of the 42 positive cases of frontlin… https://t.co/LsTVv4kKQF",nagarkoti
Sun May 10 15:14:34 +0000 2020,"RT @blsanthosh: 3277 positive cases , 127 deaths in last 24 hours ... Both coming down from peak 5 days ago ... Recovered are 19358 at 30.8…",sriramulubjp
Sun May 10 15:13:26 +0000 2020,5-year-old boy dies after a wall collapsed in Dankaur area following a thunderstorm that struck the area on Sunday afternoon.,toinoida
Sun May 10 15:10:03 +0000 2020,RT @prodefgau: Troops of @official_dgar  in a joint operation with #ArunachalPradeshpolice apprehended a Revenue and Political Officer of N…,pemakhandubjp
Sun May 10 15:03:22 +0000 2020,"#CoronavirusUpdates
१० मे, दुपार. ४:०० पर्यंत

#कोरोना_ला_ना 
#NaToCorona https://t.co/8mRhHFGK7q",mybmc
Sun May 10 15:02:43 +0000 2020,"#CoronavirusUpdates
As on 10-May, 4:00pm

#NaToCorona https://t.co/DIvLwH6qwx",mybmc
Sun May 10 14:58:25 +0000 2020,"Chandigarh: Sector 40B resident, who is a doctor at a govt hospital in Ropar, tested positive today. This is the 2n… https://t.co/s3SUzUO1o9",nagarkoti
Sun May 10 14:55:02 +0000 2020,Two more test positive for Covid-19 in Noida; total count 218 https://t.co/CD8m98kdJp,toinoida
Sun May 10 14:54:39 +0000 2020,"Visited the 5 containment zones in #pudukkottai district, interacted with the team deployed on #COVID duty about th… https://t.co/hGFZ8vzMY6",vijayabaskarofl
Sun May 10 14:49:25 +0000 2020,Frontline staff of Forest Dept had hairline escape after a tusker that they were trying to drive out from a farm ne… https://t.co/CpkddUrB2S,wilson_thehindu
Sun May 10 14:49:09 +0000 2020,RT @DMkaushambi: जिला #कौशाम्बी में आ रहे #प्रवासी कामगारों की स्क्रीनिंग के दौरान कोई लक्षण ना पाए जाने पर #होम_क्वारंटाइन कराया जा रहा…,upgovt
Sun May 10 14:43:07 +0000 2020,"BBMP Covid-19 War Room Bulletin dated 10-05-2020
🔹Total Positive Cases : 182
🔹Total Recovered Cases : 86
🔹Total Dea… https://t.co/D975zEtLr9",bbmpcomm
Sun May 10 14:40:05 +0000 2020,"Screenshot inciting rape not part of #BoisLockerRoom, says police, a girl was using fake identity to take male frie… https://t.co/NqbqCqPYVc",toinoida
Sun May 10 14:36:02 +0000 2020,"RT @Zebaism: Is it just me or is this tweet enraging? 

Migrant workers have been walking with blisters on their feet, their children are h…",tabeenahanjum
Sun May 10 14:34:39 +0000 2020,"#Karnataka govt decided to reimburse train fares for all Kannadigas returning to the state from other states. ""Howe… https://t.co/eP7l5pIYdQ",iebengaluru
Sun May 10 14:31:39 +0000 2020,"Media Bulletin on status of positive cases #COVID19 in Telangana.  (Dated. 10.05.2020)
#TelanganaFightsCorona… https://t.co/n5pAbZtNJr",eatala_rajender
Sun May 10 14:29:32 +0000 2020,Media bulletin on status of positive cases of #COVID19 in Telangana.@TelanganaHealth https://t.co/SZs6QaPGnb,iprtelangana
Sun May 10 14:26:28 +0000 2020,"Sri Mohammed Mahmood Ali, Minister for Home distributed essential commodities Rice, Dall, vegetables etc  to the po… https://t.co/XiKHX79c0j",iprtelangana
Sun May 10 14:25:16 +0000 2020,"RT @TelanganaHealth: Media bulletin
Date: May 10, 2020 

Status of positive cases of #COVID19 and also a list of districts with zero active…",eatala_rajender
Sun May 10 14:24:14 +0000 2020,"Media bulletin
Date: May 10, 2020 

Status of positive cases of #COVID19 and also a list of districts with zero act… https://t.co/uVtxz6kgnZ",telanganahealth
Sun May 10 14:17:41 +0000 2020,Seeds men Association has declared a donation of Rs 3.25 Crore to the Chief Minister’s Relief Fund to support progr… https://t.co/p2YR7zxuF5,iprtelangana
Sun May 10 14:17:15 +0000 2020,"#COVID19 Update | May 10

7 new cases were reported in the State. (4 imports and 3 contact cases)

Four persons hav… https://t.co/qr2kAGuCZy",vijayanpinarayi
Sun May 10 14:15:09 +0000 2020,"#VandeBharatMission Update: 

Flight departed from Kuala Lampur with 177 Indians on board

ക്വാലലംപൂരില്‍ നിന്ന് 17… https://t.co/76Ps372gcU",pibtvpm
Sun May 10 14:12:15 +0000 2020,మాజీమంత్రి జువ్వాడిరత్నాకర్ గారి ఆత్మకు శాంతి కలగాలని కోరుకుంటూ.. https://t.co/YgH6eioXvq,eatala_rajender
Sun May 10 14:10:45 +0000 2020,Over 1000 due to arrive by first train.Udhampur raway station readies itself to receive returning residents. Sanita… https://t.co/v3oKbUQ7uN,kansalrohit69
Sun May 10 14:09:08 +0000 2020,Chandigarh: Another Shramik Special  train will leave tomorrow at 2 pm from Chandigarh with stranded migrants for K… https://t.co/2akLmNAF3n,nagarkoti
Sun May 10 14:08:19 +0000 2020,"केजरीवाल सरकार ने राहत केंद्रों में प्रवासी मज़दूरों के खाने-पीने से लेकर कपड़ों तक की हर जरूरत का रखा ख्याल।

विशे… https://t.co/EVdfyC3JEU",aamaadmiparty
Sun May 10 14:05:01 +0000 2020,RT @CMOfficeUP: मुख्यमंत्री जी ने वरिष्ठ अधिकारियों को मध्य प्रदेश से सभी मृतकों के पार्थिव शरीर जनपद झांसी में प्राप्त कर उन्हें उनके गृह…,upgovt
Sun May 10 14:04:59 +0000 2020,RT @CMOfficeUP: मृतकों के परिजनों के प्रति संवेदना व्यक्त करते हुए उन्होंने मृतकाश्रितों को @UPGovt की ओर से ₹02-02 लाख की सहायता तत्काल उप…,upgovt
Sun May 10 14:04:57 +0000 2020,RT @CMOfficeUP: मुख्यमंत्री श्री @myogiadityanath जी ने मध्य प्रदेश के मुख्यमंत्री श्री @ChouhanShivraj जी से उनके राज्य के नरसिंहपुर क्षे…,upgovt
Sun May 10 14:01:15 +0000 2020,"2nd Health Update, 10th May

5 positives in Jajpur 
(2 Surat returnees, 2 contacts of previous WB positive cases,1… https://t.co/Ff0lzmocoK",ipr_odisha
Sun May 10 13:55:11 +0000 2020,ഇന്ത്യൻ നേവിയുടെ #INSMagar 202 ഇന്ത്യക്കാരുമായി മാലദ്വീപിൽ നിന്നുകൊച്ചിയിലേക്കു യാത്ര തിരിച്ചു @indianavy… https://t.co/2eUNv9nOQf,pibtvpm
Sun May 10 13:46:06 +0000 2020,"#lockdown2020 #Mentalhealth 

🔗Take Care of Each Other during this testing time 

📌Older people needs more care.… https://t.co/9mBm6MXNGB",pibshillong
Sun May 10 13:38:09 +0000 2020,"10 May : Media Bulletin on Novel #coronavirus #COVID19 
@kansalrohit69 @DrSyedSehrish @ANI @PTI_News… https://t.co/DsZ513SLL4",diprjk
